1920x1080,1905,913
2560x1600,1278,641
1920x1200,1904,1087
1280x800,1224,679
1440x900,1380,626
1366x768,1349,667
2560x1440,1268,1319
2560x1440,1474,1311
2560x1440,1792,1131
2880x1800,1388,806
1600x900,1462,686
600x912,600,799
1280x800,1265,702
1440x900,1440,802
1440x900,1328,646
1440x900,1373,678
1920x1080,1905,791
1920x1200,1234,993
1920x1080,1855,985
1920x1080,1903,979
1366x768,1349,638
2560x1440,1338,909
1920x1080,1903,979
1920x1080,1840,968
1680x1050,1663,965
1920x1080,1903,886
1920x1080,1399,893
1366x768,1350,655
1920x1080,1899,947
1920x1080,1903,965
2560x1440,1586,915
1920x1080,1903,886
1366x768,1351,653
371x619,371,563
1920x1080,1903,908
1280x1024,1263,898
1680x1050,1663,935
1280x1024,1200,938
1440x900,1432,706
1920x1080,1907,953
1920x1080,1665,938
1920x1200,1920,1099
2560x1440,1370,716
2560x1600,1280,631
1920x1200,1905,1139
1920x1080,1398,893
1920x1080,1813,995
1280x1024,1263,923
1280x800,1265,712
1920x1080,1899,947
1366x768,1349,643
1680x1050,1663,949
2880x1800,1322,803
1280x1024,1263,909
3840x2400,1437,773
1366x768,1349,640
1440x900,0,0
960x552,960,527
320x480,320,416
1440x900,1327,722
1152x864,1137,785
3840x2400,1920,963
2880x1800,1268,730
320x568,320,455
1920x1080,1700,962
1920x1080,1700,962
1920x1200,1907,1103
1280x800,1280,640
1920x1080,1650,891
1366x768,1350,549
1600x900,1585,814
2560x1440,1760,779
1920x1200,1432,910
1920x1080,1904,995
1680x1050,1680,879
1366x768,961,615
1366x768,1349,681
1440x900,1424,744
1366x768,1366,647
1600x900,1584,839
960x552,960,439
1280x800,1263,675
1280x720,1263,622
2880x1800,1268,730
1366x768,1349,624
2880x1800,1440,805
1680x1050,1680,885
2560x1440,1057,708
1536x2048,1024,692
1680x1050,1238,761
2560x1440,2526,1236
1920x1080,1907,893
1600x900,1583,764
1600x900,1583,764
1280x720,703,408
1920x1200,1903,1075
1440x900,1375,791
1680x1050,1151,864
1440x900,1423,796
5760x1200,1895,1143
1280x800,667,654
1600x900,1491,769
1439.9999,1007,600
1440x900,1439,728
1024x768,1008,611
1366x768,1349,653
1920x1080,1009,735
1366x768,1349,599
1366x768,1366,640
1600x900,1520,772
1920x1080,1760,898
1920x1080,1903,936
1440x900,1440,805
1366x768,1349,653
1680x1050,1663,939
640x1136,320,504
1360x768,1334,554
768x1024,768,957
1920x1080,1369,967
2880x1800,1439,730
1280x800,1263,685
320x568,320,460
1920x1080,1917,963
1536x864,1519,710
1440x900,1436,762
1280x1024,1263,933
1680x1050,1665,945
1680x1050,1663,852
1600x900,1023,758
1600x900,1583,785
1600x900,1583,799
1366x768,1349,649
1600x900,1583,509
1680x1050,1680,894
1366x768,1349,598
1920x1080,1903,979
1680x1050,1665,1015
1366x768,1344,631
1600x900,1583,799
1600x900,1583,799
3168.0000,1310,660
2560x1440,1741,1230
1680x1050,1667,953
1920x1080,1858,916
1920x1080,1904,918
1600x900,1583,772
1920x1080,1907,990
1600x900,1584,728
2560x1600,1149,578
1920x1200,1247,777
1080x1920,1063,1835
1366x768,1349,667
2560x1440,1771,1075
1280x1024,1263,909
1280x1024,1263,909
1920x1080,1903,979
1680x1050,1440,742
1680x1050,1659,917
1280x1024,1263,920
1680x1050,1663,961
1920x1200,1905,1079
1920x1200,1905,1018
320x568,320,504
1920x1080,1344,750
1280x800,1263,632
2560x1440,1680,929
1280x800,1265,640
1920x1080,1903,955
1439.9999,303,480
1600x900,1491,769
1280x720,703,408
1467x825,1167,708
1920x1080,1905,963
1843x1037,1458,808
1920x1080,969,716
1440x900,1182,572
1280x800,1280,658
2400x1350,934,675
1366x768,1287,683
1366x768,1349,375
1920x1080,1903,1019
1920x1080,799,473
1440x900,1440,726
1600x900,1583,789
1280x1024,1263,845
1280x800,1272,695
1600x900,1583,775
480x800,320,420
1600x900,1583,789
1366x768,1351,632
1280x720,1263,612
1366x768,1351,567
1280x800,1263,709
1536x864,1220,673
1200x1600,1185,1484
2560x1440,1887,1345
1600x900,1583,710
768x1024,768,928
1366x768,1349,642
1680x1050,1680,989
1366x768,1349,707
1440x900,1440,733
1280x1024,1263,905
1280x720,1263,581
1366x768,316,356
1920x1080,1905,891
1280x752,1280,665
1920x1080,1903,969
1280x1024,1280,907
320x568,320,455
1440x900,1440,771
1280x1024,1280,907
320x568,1024,704
320x568,320,455
2560x1440,1372,986
360x640,360,567
1920x1200,1903,1075
320x568,320,504
3840x2400,1280,1174
1920x1080,1899,947
1280x1024,1263,933
1600x900,1583,789
1280x1024,1263,933
360x640,360,567
1680x1050,1365,645
1440x900,1423,742
1366x768,1349,667
1920x1200,1903,1075
1366x768,1349,667
1366x768,1349,667
1280x1024,1263,882
1920x1080,1903,990
1440x900,1288,795
1440x900,1435,783
360x592,360,567
360x592,360,519
1440x900,1421,777
384x592,384,519
2880x1800,1440,802
1440x900,1286,758
320x480,320,416
1440x900,1423,809
2560x1440,1517,985
320x533,320,508
1600x900,1583,775
2560x1600,1897,775
1920x1200,1323,911
1280x800,1265,620
2560x1440,1265,1267
2880x1800,1440,779
320x568,320,504
768x1024,768,960
320x534,320,460
1600x900,1536,813
2880x1800,1112,768
3360x2100,1085,791
768x1024,1024,660
1366x768,1274,555
1280x752,1280,665
2880x1800,1100,702
1080x1920,360,502
320x568,320,504
1920x1200,1565,785
1440x900,1440,797
1920x1080,1668,792
2560x1440,1372,986
320x568,320,455
2880x1800,1440,802
320x568,320,455
360x592,360,519
1680x1050,1680,989
384x592,384,567
1440x900,1342,678
1280x1024,1263,842
768x1024,320,504
2880x1800,1436,762
1920x1080,1507,878
360x592,360,519
2560x1440,1348,1065
1680x1050,1680,989
1920x1080,1903,955
720x1280,360,570
320x568,320,455
480x800,320,427
1280x1024,1265,939
1280x752,1280,665
1280x800,1263,699
1440x900,1423,815
2880x1800,1439,758
360x640,360,615
640x960,320,372
768x1024,768,951
1600x900,1587,773
1600x900,1587,773
360x592,360,519
1280x800,1265,620
1366x768,1349,683
1920x1080,1347,889
320x568,320,504
360x592,324,396
360x592,360,519
3360x2100,1680,929
2880x1800,1268,730
320x480,320,416
360x592,360,519
320x480,320,367
2880x1800,1042,644
2560x1440,1541,1306
1600x900,1583,772
360x592,360,519
768x1024,768,960
1440x900,1342,678
384x592,384,519
1280x800,1261,595
1920x1080,1007,598
1920x1080,1007,598
1280x800,1280,695
2880x1800,1440,718
1920x1080,930,1024
2560x1440,1707,1342
360x640,360,567
1366x768,1362,644
1600x900,1587,774
1280x800,1276,683
1600x900,1587,773
1280x800,1905,1079
320x568,320,460
1920x1080,927,925
384x592,384,451
360x592,360,567
2560x1440,1788,1226
1440x900,1440,828
320x568,320,460
320x568,320,455
1920x1080,1265,695
1680x1050,1663,925
360x592,360,519
1366x768,1350,642
1920x1080,1744,889
1366x768,1349,653
1280x752,1280,665
1920x1080,1258,911
320x568,320,504
2560x1440,1441,1032
1600x900,1587,773
1920x1080,1521,897
1024x768,1008,638
360x592,360,519
1440x900,1216,683
1280x1024,1263,891
1920x1200,1905,1083
480x800,480,728
768x1024,768,960
1280x800,1244,679
768x1024,1024,704
384x592,384,519
2880x1800,1440,802
1600x900,1522,748
598x384,598,311
1920x1080,1602,831
1680x1050,1257,818
360x640,360,615
360x640,360,615
1280x752,1280,665
1920x1080,1903,956
1920x1200,1630,932
1600x900,1587,773
1680x1050,825,892
1920x1200,1842,1103
2880x1800,1268,730
1366x768,1349,649
1920x1080,1063,957
1440x900,1440,828
768x1024,1024,704
360x592,360,519
1366x768,1349,653
1920x1080,1903,620
2880x1800,1362,787
1280x800,1905,1079
2560x1440,2560,1339
384x592,384,519
1920x1080,1903,965
360x592,360,519
360x592,360,519
1920x1080,1615,704
1366x768,1349,643
2560x1440,1263,1306
2880x1800,1268,686
2880x1800,1362,787
1680x1050,1663,965
1920x1080,1840,993
2880x1800,1124,726
1440x900,1342,722
384x592,384,519
1920x1200,1903,1075
2880x1800,0,0
2880x1800,1268,686
360x592,360,519
1920x1080,1903,983
1920x1200,1903,1075
1920x1080,1903,955
1920x1200,1557,1091
1920x1200,1376,698
1440x900,1423,737
1280x1024,1263,963
1680x1050,1214,820
2880x1800,1436,806
2560x1440,1278,866
2560x1440,2545,1261
1440x900,1264,742
384x592,384,519
640x1136,320,460
320x568,320,455
1920x1200,1397,779
360x592,360,519
1920x1080,1903,955
2880x1800,1091,721
320x568,320,504
360x592,360,519
371x619,371,563
1366x768,1349,643
1440x900,1154,806
768x1024,768,960
320x480,320,367
1280x800,1263,699
1680x1050,1665,912
5760x1200,1895,1143
1600x900,1583,742
960x552,960,527
1439.9999,303,480
768x1024,768,960
2560x1440,1682,1007
2560x1440,1541,1241
1440x900,1255,642
1536x864,1519,447
2560x1600,1167,631
1680x1050,1680,855
1920x1080,1528,917
1440x900,1440,718
640x1136,320,460
1280x800,1156,647
1024x600,320,240
320x568,320,455
320x480,320,367
320x568,320,504
1280x1024,1263,939
1536x864,1250,724
640x1136,320,504
1366x768,1349,649
1366x768,1349,678
1366x768,1349,643
1366x768,1349,681
1366x768,1349,642
1920x1080,1903,989
1440x900,1423,799
1920x1080,601,1000
320x568,320,455
320x568,320,504
360x592,360,519
1280x720,776,657
1680x1050,1665,925
1280x800,1263,675
1280x800,1280,715
1440x900,1342,722
768x1024,768,960
1280x752,1280,665
320x568,320,504
1366x768,1351,680
2880x1800,1436,762
320x568,320,455
1600x900,1583,730
320x480,320,367
320x480,320,367
1280x800,1265,712
2880x1800,1119,791
1440x900,1342,722
1366x768,1263,738
1920x1080,1903,960
1366x768,1286,682
1280x800,1263,666
1280x752,1280,665
360x592,360,519
1680x1050,1001,610
320x568,320,455
1600x900,1583,799
3360x2100,1380,808
1920x1200,1367,1079
2880x1800,1192,718
320x568,320,504
1080x1920,360,523
360x640,360,567
2560x1600,1256,639
320x480,320,367
1280x800,1263,709
1366x768,1234,647
601x906,1280,665
1366x768,1366,647
320x568,320,504
1366x768,1366,670
320x568,320,455
1920x1080,1600,959
320x568,320,504
320x568,320,504
320x568,320,504
320x568,320,504
2560x1600,1280,728
1280x800,1280,661
360x640,360,567
2880x1800,1403,713
2880x1800,1392,762
320x568,320,459
1440x900,932,783
320x480,320,367
768x1024,768,916
320x568,320,455
320x568,320,504
384x592,384,567
1920x1200,1262,1087
1366x768,1366,647
320x568,320,459
601x906,601,793
320x568,320,504
1920x1080,1368,838
1024x768,1007,643
768x1024,1024,704
768x1024,768,960
1366x768,1349,664
2560x1600,1280,705
1440x2560,1440,2461
768x1024,1024,704
320x568,320,504
1366x768,1349,627
1440x900,1244,779
768x1024,768,960
1440x900,1440,721
1280x800,1265,628
1600x900,1585,814
2560x1600,1226,706
320x480,320,416
640x1136,320,504
1366x768,1352,634
320x480,320,367
320x568,320,460
1920x1200,1895,1143
320x568,320,455
1920x1200,1920,1106
320x568,320,455
1366x768,1179,515
1366x768,1307,639
360x640,360,567
1366x768,1263,738
1440x900,1440,779
1600x1200,1242,687
1920x1200,1905,1121
1920x1200,1895,1143
1920x1080,1903,955
768x1024,768,960
320x568,320,455
1920x1080,927,925
1536x2048,768,928
1920x1200,1858,1115
768x1024,768,912
2880x1800,1440,706
2880x1800,1440,802
1864x1049,1864,927
640x1136,320,460
320x568,320,455
360x592,360,519
720x1280,360,615
2880x1800,1348,802
1439.9999,303,480
360x592,360,519
1280x1024,1263,923
4200x2625,1329,765
1366x768,1349,667
1920x1080,1905,939
1366x768,1349,643
1024x819,839,688
1920x1080,927,927
360x592,360,519
1280x800,962,574
1093x614,1002,490
320x568,320,504
1920x1080,1219,704
1366x768,1349,667
1366x768,1349,643
320x568,320,455
1280x800,1263,656
1280x800,1280,702
768x1024,768,943
1920x1200,1895,1143
1600x900,1583,740
1366x768,1263,738
1280x800,1265,587
360x592,360,519
360x592,360,519
768x1024,768,960
1920x1080,1903,955
1440x900,1027,702
1366x768,1349,631
320x568,320,504
1920x1080,1905,944
1920x1080,1903,955
768x1024,768,960
1920x1080,1903,979
1920x1080,962,748
1366x768,1345,649
540x960,640,335
360x640,360,567
1920x1080,960,915
480x800,320,508
1366x768,1264,642
1920x1200,1903,1075
1920x1080,1905,965
2560x1600,1263,647
1366x768,1349,640
1280x800,1265,662
1920x1200,1903,1115
1366x768,1349,677
1152x864,1135,678
1366x768,1351,658
2880x1800,1442,718
1440x900,1421,739
640x960,320,372
1024x768,1008,670
1280x720,1263,619
960x552,960,527
1920x1080,927,925
1536x2048,1024,692
1920x1200,1895,1143
1366x768,1349,637
3840x2400,1054,1079
360x592,360,519
1280x800,1280,658
1440x900,1424,637
1920x1080,1903,974
1439.9999,303,480
1080x1920,640,335
2880x1800,1263,806
1366x768,1351,667
1920x1080,864,908
1680x1050,1683,952
1366x768,1349,681
1366x768,1349,643
1680x1050,1663,882
1920x1080,1271,811
1920x1080,1903,955
2560x1440,1407,1393
1920x1200,1895,1143
1280x1024,1263,861
1680x1050,1644,952
2880x1800,1256,718
2560x1440,1409,1416
1600x900,1500,775
1366x768,1349,653
1440x900,1423,799
360x640,360,615
1920x1080,1265,682
1920x1200,1905,1088
1680x1050,1665,882
360x592,360,519
1920x1080,1633,613
2880x1800,1419,730
1680x1050,1616,928
1680x1050,1663,965
3360x2100,1661,934
1440x900,1361,815
2560x1600,1140,639
1280x800,1280,702
1280x1024,1263,933
1920x1080,1549,760
1920x1080,1587,921
1920x1200,1903,1085
1366x768,1349,657
1920x1080,1903,955
2880x1800,1440,802
1440x900,1424,373
1680x1050,1663,989
1280x1024,1263,912
2560x1440,2560,1319
1280x1024,1263,894
1920x1200,1263,738
1920x1080,1903,935
1920x1200,1905,777
1920x1200,1903,1066
1280x800,1265,620
1920x1080,1450,982
2880x1800,1338,806
1920x1080,1899,947
1440x900,1423,809
1600x900,1583,775
1920x1080,1840,968
1920x1080,927,925
320x568,568,320
1920x1080,1475,898
1920x1080,1280,679
1920x1080,1918,898
1920x1080,1269,717
2560x1440,2256,1258
1366x768,1302,656
1440x900,1249,760
360x592,360,519
2880x1800,1055,634
1920x1080,1904,991
1920x1200,1903,1113
1440x900,1425,739
1366x768,1349,657
1280x1024,1263,896
1440x900,1425,802
1920x1200,1359,873
1680x1050,1210,727
1050x1680,1050,1528
1920x1080,1840,967
2560x1440,2545,1321
2880x1800,1440,741
1920x1080,1608,959
1366x768,1349,653
1920x1080,1903,955
1920x1080,1813,1019
1600x1200,1584,1071
1280x800,1280,683
1920x1200,1486,773
1920x1080,1697,844
1440x900,1162,620
320x568,320,504
1280x800,1280,635
1920x1080,1438,569
1600x900,1583,707
1916x1078,1916,932
1536x864,1536,747
360x640,360,567
1366x768,1349,667
1366x768,1349,643
1600x900,1583,775
1440x900,1374,781
1920x1080,1160,746
1360x768,1343,666
1440x900,1383,761
1600x900,1583,775
1920x1080,1903,901
2560x1440,1505,944
1366x768,83,13
1366x768,1349,667
1920x1080,1386,938
1680x1050,1318,774
1920x1080,1207,854
1920x1200,1598,1029
1366x768,1349,667
360x592,360,519
2880x1800,1440,779
1680x1050,1627,956
720x1280,360,615
1440x900,1423,775
1280x1024,1263,923
1440x900,1024,768
1366x768,1349,657
1600x900,1005,726
640x960,320,372
360x592,360,519
1366x768,1349,643
1920x1080,948,969
1920x1080,1141,982
1366x768,1349,653
1920x1080,1904,932
2880x1800,1440,802
2880x1800,1219,779
1440x900,1424,373
1600x900,1521,810
1366x768,1349,643
1920x1080,948,969
2560x1440,1964,1104
2880x1800,1440,741
1024x600,320,240
1366x768,1349,657
1920x1080,1905,886
768x1024,1024,660
1439.9999,303,480
1920x1080,1905,986
2560x1600,1280,702
1280x1024,1263,963
2560x1440,1265,1275
640x1136,320,504
2880x1800,1235,747
1920x1080,1905,944
900x1440,883,1296
1366x768,1351,631
1680x1050,1397,718
1440x900,1276,588
1366x768,1350,612
1280x800,1263,675
1680x1050,1663,925
2560x1440,1905,752
1920x1200,1374,958
1280x800,1280,614
1366x768,1349,627
1366x768,1349,643
1400x1050,1379,917
360x592,360,519
1366x768,1349,643
1600x1126,1222,719
1366x768,1287,683
1920x1080,1903,989
1280x720,1280,575
1440x900,1425,739
1920x1080,1903,979
1280x1024,1263,909
1280x800,1263,642
1920x1080,1920,903
1280x1024,1263,880
1366x768,1349,639
320x568,320,504
1440x900,1425,729
1280x1024,1263,933
2560x1440,1438,1220
3840x2400,1280,1174
1920x1200,1347,736
1600x900,852,874
2048x1280,1389,1182
1366x768,1349,667
640x1136,320,460
1680x1050,1676,885
1920x1080,927,925
1280x1024,1263,939
1920x1200,1902,1047
2560x1600,1050,584
1366x768,1349,736
1600x900,1226,838
1920x1080,1920,903
1920x1080,1920,862
1920x1080,1821,1019
1366x768,1349,610
1440x900,1218,642
1680x1050,1663,989
1366x768,1293,678
1366x768,1349,663
1366x768,1349,643
1366x768,1349,643
1440x900,1440,764
1920x1080,1920,928
2560x1440,1190,974
1920x1080,1903,955
1536x960,1519,838
1680x1050,1665,1015
1920x1200,1688,926
1280x1024,1263,866
1920x1080,1903,969
1920x1080,1903,960
2560x1440,1248,990
1440x900,1423,775
1439.9999,303,480
1920x1080,1903,943
360x592,360,519
1920x1080,1905,858
1920x1080,1905,819
1600x900,1584,776
1280x1024,1264,929
720x1280,640,335
1280x800,1280,614
384x592,384,519
1920x1080,1903,979
1920x1080,1920,955
1920x1200,1903,1075
1680x1050,1680,952
1366x768,1349,600
1680x1050,1194,831
1600x900,1600,775
1920x1080,1899,985
1440x900,1387,806
1920x1080,1905,991
1920x1080,1903,979
1366x768,1351,677
1440x900,1399,806
1680x1050,1277,873
320x568,320,455
768x1024,1024,704
3840x2400,1046,967
1600x900,1583,815
1920x1080,1212,825
360x640,360,567
768x1024,768,960
1920x1080,1585,944
1280x1024,1247,926
1920x1080,1903,955
1440x900,1275,737
1536x864,1519,741
1920x1080,1903,955
640x960,480,320
1280x800,1280,639
1366x768,1349,667
1920x1200,1903,1070
1920x1200,1903,1085
600x912,600,887
1680x1050,1586,764
2560x1440,2541,991
1920x1080,1899,1012
1920x1080,1504,904
1280x800,1280,679
1920x1200,1582,988
1600x900,1499,772
1920x1080,1438,613
1680x1050,1663,882
1366x768,1349,667
1280x1024,1263,899
2560x1440,2226,1235
1440x900,1425,695
1920x1080,1903,912
1920x1080,1903,979
1280x1024,1263,913
1439.9999,303,480
768x1024,1024,704
1920x1080,1227,877
1440x900,1425,477
1600x900,1174,689
1920x1080,1203,683
1440x900,1425,477
1440x900,686,692
2560x1440,2030,1204
1920x1080,1903,955
1366x768,1227,639
1920x1080,1850,968
1280x800,1280,614
2560x1440,2556,1346
1366x768,1351,667
320x568,320,455
1440x900,1425,779
1440x900,1410,737
1366x768,1331,639
1920x1200,1895,1143
1366x768,1349,667
1920x1200,1895,1143
1366x768,1349,660
1366x768,1349,600
3360x2100,1216,693
640x1136,320,460
1366x768,820,614
1366x768,1349,683
1920x1200,1434,875
1920x1200,1425,761
1366x768,1349,643
1440x900,1131,802
1920x1080,1635,899
1280x1024,1263,892
320x568,320,455
1920x1080,1903,995
1366x768,1349,619
1280x1024,896,590
1920x1080,1498,601
2560x1600,1265,679
1680x1050,1514,859
1680x1050,1663,852
1920x1080,1265,682
1920x1015,1905,823
1366x768,1349,608
1440x900,1424,637
1440x900,1423,780
1920x1080,1309,845
1920x1080,1905,800
1920x1080,1902,861
1280x1024,1263,931
1920x1080,1903,995
1920x1080,1181,935
1280x1024,1264,935
1366x768,1287,419
1280x800,1263,661
1280x1024,1263,939
2880x1800,1383,769
1440x900,1440,742
1280x1024,1263,933
1366x768,1349,667
1366x768,1349,683
2560x1440,1268,1275
1680x1050,1241,750
1360x768,1343,677
2560x1440,1568,1200
1920x1080,1551,888
1920x1080,927,925
1366x768,1349,667
1280x1024,1263,933
2560x1440,1158,1065
1366x768,1349,667
2560x1440,1382,1319
1680x1050,1663,925
1440x900,1424,361
1920x1080,1905,992
1280x1024,1263,963
1680x1050,1025,837
1440x900,1374,794
1366x768,1349,643
1920x1080,1903,979
1920x1200,1907,1105
800x600,0,0
2560x1600,1266,656
1440x900,1157,984
1920x1080,1904,900
2560x1440,1158,1065
1920x1080,1527,874
1680x1050,1665,1015
1680x1050,1663,921
1366x768,1349,643
1600x900,1583,775
2880x1800,1440,806
1920x1080,1212,982
1600x1200,1583,1075
1920x1080,1903,965
2560x1440,1903,955
1920x1080,1903,1009
1080x1920,1063,1795
1440x900,1423,805
1920x1080,927,927
1366x768,1349,667
1280x800,1253,624
1366x768,1349,643
1440x900,1423,815
1440x900,1222,658
1920x1080,1903,955
2560x1600,1135,569
2560x1600,1797,947
640x360,640,287
480x854,480,780
1366x768,1349,681
1366x768,1286,744
720x1184,360,524
1920x1080,927,927
1600x900,1585,788
1600x900,1583,775
1366x768,1288,678
1680x1050,1586,764
1920x1080,1903,995
2048x1152,1285,830
360x640,360,567
1366x768,1349,653
1440x900,1425,826
2560x1600,1244,618
1366x768,1286,659
320x568,320,504
1280x800,1244,706
601x914,601,801
1600x900,1585,788
1920x1080,1044,710
1680x1050,1665,933
800x1232,800,1120
2560x1440,2543,1275
2560x1440,1521,1279
1680x1050,1665,1015
1600x900,1585,799
768x1024,1024,691
1600x900,1522,771
1366x768,1349,639
1440x900,974,771
360x592,360,519
1440x900,1135,805
360x592,360,519
720x1280,360,640
384x592,384,519
1439.9999,303,480
2560x1440,2481,1379
1440x900,1440,730
320x568,320,504
1366x768,83,13
2880x1800,1440,805
1680x1050,1680,794
360x592,360,519
640x960,320,372
1920x1080,1903,955
1440x900,1423,796
1920x1080,1905,994
1440x900,1423,775
1920x1080,1728,979
1920x1080,1863,956
1366x768,1349,667
1920x1080,1903,989
2560x1440,1674,1298
1536x2048,768,928
1440x900,1373,806
640x1136,320,460
1920x1080,1919,982
1366x768,1349,643
1366x768,1349,624
3840x2400,1905,1079
2880x1800,1768,1105
2880x1800,1440,779
1600x900,1291,826
1920x1080,1902,951
1440x900,1423,733
1366x768,1286,706
1920x1080,1074,615
1366x768,1286,706
360x640,360,615
1920x1200,1903,1085
1920x1080,1899,971
1920x1200,0,0
384x592,374,477
1920x1080,929,902
2560x1440,1380,882
1920x1080,1517,791
1920x1080,1903,995
1440x900,1354,839
384x592,384,567
640x1136,568,320
2560x1440,1196,1318
1920x1080,1226,722
1920x1080,1903,943
1680x1050,1123,649
1920x1080,1851,961
1920x1200,1347,736
1920x1080,1199,899
1680x1050,1479,751
2560x1440,1263,783
1366x768,1286,655
1440x900,1354,678
1920x1080,1000,666
1920x1080,1903,955
1920x1080,1903,989
1920x1080,1903,979
1920x1080,1903,979
2560x1440,1792,1142
1366x768,1247,639
2560x1440,1660,1137
1920x1080,1920,955
2560x1440,1469,824
1920x1080,1276,931
1366x768,1366,690
640x1136,320,504
1600x900,1584,803
1920x1080,1916,833
1920x1200,1347,736
2880x1800,1282,730
2048x1152,1593,992
1366x768,1349,667
1440x900,1424,785
1680x1050,1663,925
1920x1080,1903,924
1280x1024,1263,960
2560x1440,1245,1275
1366x768,1350,639
1280x1024,1193,550
320x568,320,455
1920x1080,1841,995
2560x1600,1277,634
1600x900,1583,785
1024x768,1007,600
1280x1024,1264,902
1280x720,1263,532
1920x1080,1905,963
2048x1152,873,981
1680x1050,1680,933
1366x768,1081,536
1920x1200,1347,736
1920x1080,1272,856
2560x1440,1772,1158
1920x1080,1903,969
1600x900,1583,799
1360x768,1343,643
1366x768,1351,618
1920x1080,1903,979
1920x1080,1859,963
2560x1440,1561,1229
1920x1080,1217,674
1600x900,1583,799
1920x1200,1903,1085
1920x1080,1905,934
1366x768,1350,639
1920x1080,1321,823
1239x697,1473,753
1239x697,1473,753
471x788,471,714
1920x1080,1442,906
2560x1440,1534,1323
1920x1200,1280,1174
1280x800,1265,662
1440x900,1440,685
2560x1440,1208,1061
1440x900,1440,783
1280x800,1050,633
1280x1024,1263,856
2560x1440,2556,1346
2560x1440,1514,954
